"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2009"	"2009"	1	19963476	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2011"	"2011"	2	20067831	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2013"	"2013"	2	20159538	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2014"	"2014"	3	20161424	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2015"	"2015"	2	20129986	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2016"	"2016"	6	20099377	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2017"	"2017"	7	20109479	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2018"	"2018"	2	20100339	Unreliable
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"			41	400335642	0.0
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2015"	"2015"	1	20129986	Unreliable
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"			1	400335642	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"1999"	"1999"	2	19908282	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2001"	"2001"	7	20075767	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2002"	"2002"	5	20071157	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2003"	"2003"	2	20026122	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2004"	"2004"	6	19946937	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2005"	"2005"	1	19822282	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2006"	"2006"	3	19817117	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2007"	"2007"	4	19810765	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2008"	"2008"	3	19856962	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2009"	"2009"	2	19963476	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2010"	"2010"	4	20056351	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2011"	"2011"	5	20067831	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2012"	"2012"	3	20118347	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2013"	"2013"	6	20159538	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2014"	"2014"	7	20161424	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2015"	"2015"	6	20129986	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2016"	"2016"	8	20099377	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	16	20109479	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	11	20100339	Unreliable
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"			101	400335642	0.0
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2000"	"2000"	1	20034103	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2002"	"2002"	1	20071157	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2015"	"2015"	1	20129986	Unreliable
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"			3	400335642	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2002"	"2002"	1	20071157	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2008"	"2008"	1	19856962	Unreliable
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"			2	400335642	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"1999"	"1999"	22	19908282	0.1
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2000"	"2000"	34	20034103	0.2
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2001"	"2001"	33	20075767	0.2
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2002"	"2002"	35	20071157	0.2
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2003"	"2003"	32	20026122	0.2
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2004"	"2004"	70	19946937	0.4
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2005"	"2005"	48	19822282	0.2
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2006"	"2006"	47	19817117	0.2
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2007"	"2007"	40	19810765	0.2
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2008"	"2008"	46	19856962	0.2
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2009"	"2009"	72	19963476	0.4
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2010"	"2010"	67	20056351	0.3
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2011"	"2011"	65	20067831	0.3
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2012"	"2012"	65	20118347	0.3
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2013"	"2013"	109	20159538	0.5
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2014"	"2014"	98	20161424	0.5
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2015"	"2015"	100	20129986	0.5
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2016"	"2016"	119	20099377	0.6
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	101	20109479	0.5
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	146	20100339	0.7
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			1349	400335642	0.3
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by drowning and submersion"	"X71"	"2001"	"2001"	1	20075767	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by drowning and submersion"	"X71"	"2013"	"2013"	1	20159538	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by drowning and submersion"	"X71"	"2015"	"2015"	3	20129986	Unreliable
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by drowning and submersion"	"X71"			5	400335642	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"1999"	"1999"	8	19908282	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2000"	"2000"	2	20034103	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2001"	"2001"	4	20075767	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2002"	"2002"	8	20071157	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2003"	"2003"	5	20026122	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2004"	"2004"	4	19946937	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2005"	"2005"	1	19822282	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2006"	"2006"	4	19817117	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2008"	"2008"	2	19856962	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2009"	"2009"	4	19963476	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2010"	"2010"	1	20056351	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2012"	"2012"	5	20118347	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2013"	"2013"	5	20159538	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2014"	"2014"	13	20161424	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2015"	"2015"	4	20129986	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2016"	"2016"	8	20099377	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	6	20109479	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	11	20100339	Unreliable
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"			95	400335642	0.0
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"1999"	"1999"	4	19908282	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2000"	"2000"	6	20034103	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2001"	"2001"	5	20075767	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2002"	"2002"	2	20071157	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2006"	"2006"	2	19817117	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2007"	"2007"	3	19810765	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2009"	"2009"	2	19963476	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2010"	"2010"	3	20056351	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2011"	"2011"	3	20067831	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2013"	"2013"	5	20159538	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2014"	"2014"	2	20161424	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2015"	"2015"	1	20129986	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2016"	"2016"	3	20099377	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	1	20109479	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	3	20100339	Unreliable
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			45	400335642	0.0
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"1999"	"1999"	11	19908282	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2000"	"2000"	12	20034103	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2001"	"2001"	12	20075767	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2002"	"2002"	8	20071157	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2003"	"2003"	6	20026122	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2004"	"2004"	5	19946937	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2005"	"2005"	11	19822282	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2006"	"2006"	4	19817117	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2007"	"2007"	5	19810765	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2008"	"2008"	7	19856962	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2009"	"2009"	5	19963476	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2010"	"2010"	8	20056351	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2011"	"2011"	8	20067831	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2012"	"2012"	9	20118347	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2013"	"2013"	12	20159538	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2014"	"2014"	23	20161424	0.1
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2015"	"2015"	24	20129986	0.1
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2016"	"2016"	23	20099377	0.1
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	23	20109479	0.1
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	30	20100339	0.1
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			246	400335642	0.1
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by sharp object"	"X78"	"2003"	"2003"	1	20026122	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by sharp object"	"X78"	"2006"	"2006"	1	19817117	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by sharp object"	"X78"	"2015"	"2015"	1	20129986	Unreliable
"Total"	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by sharp object"	"X78"			3	400335642	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2000"	"2000"	1	20034103	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2001"	"2001"	1	20075767	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2003"	"2003"	3	20026122	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2006"	"2006"	2	19817117	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2008"	"2008"	1	19856962	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2009"	"2009"	2	19963476	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2010"	"2010"	1	20056351	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2011"	"2011"	1	20067831	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2012"	"2012"	1	20118347	Unreliable
	"Female"	"F"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2014"	"2014"	1	20161424	Unreliable
